close_price,open_price,high_price,low_price,volume,daily_return,weekly_return,price_momentum_3d,sma_3,sma_7,ema_3,price_to_sma3,price_to_sma7,price_volatility,high_low_ratio,close_to_high_ratio,close_to_low_ratio,volume_sma,volume_ratio,price_volume,rsi,macd,bb_position,distance_to_high,distance_to_low,trend_slope,gap_up,gap_down,intraday_return,intraday_high_reach,intraday_low_reach,bullish_days_ratio,vpt,ticker,date,label
232.71861267089844,234.1850763475817,235.55177458449063,231.9105643637605,39435300,-0.004778177619604362,-0.04142017003781349,-0.03881338180111299,234.27819315592447,239.10892159598214,234.58466765636535,0.9933430403230571,0.9732744856091933,0.010936922006338029,1.0157009243227866,0.9879722327773168,1.003484310037168,50258966.666666664,0.784642077135158,9177328306.260681,14.853486417414388,-0.0061217474974657165,0.23625400496150634,0.060228090812348145,0.015260579721270498,-0.008695870440546328,0.0014931585490556474,0.0,-0.006261986030684227,0.005835974940095836,0.009712454863884416,0.42857142857142855,-0.00723206034109172,AAPL,2025-01-14,HOLD
237.2975616455078,234.07533889356793,238.38495013235746,233.86583756026477,39832000,0.019675903538857658,-0.02910209037125911,0.004306402987849607,234.61736551920572,238.32652064732142,235.919552420068,1.0114236903153815,0.9956825660903418,0.014781023046837913,1.0193235259122795,0.9954385187225708,1.0146739007331873,42966000.0,0.9270586044779593,9452036475.463867,29.38109855890444,-0.0017096076187928578,0.5579063716225762,0.03976968283034957,0.034262340748544326,-0.0071392640198237566,0.005829899925486935,0.0,0.013765750664596918,0.018411214351585634,0.0008950166826349203,0.5714285714285714,-0.005713022459797134,AAPL,2025-01-15,SELL
227.710693359375,236.77883010316478,237.4372302632713,227.4812511099753,71759100,-0.04040019720242371,-0.05759470185426512,-0.026194559087108625,232.57562255859375,235.9408460344587,231.74937595157172,0.979082376967547,0.9651177283907777,0.020856511561501038,1.0437661526157282,0.9590353337043586,1.0010086204831394,50342133.333333336,1.4254282694946048,16340314415.844727,21.07005779466715,-0.005965003394781638,0.10987748401185914,0.07574699880028529,0.0010076041929115845,-0.00861800613761459,0.0,0.002185996091767483,-0.0382979202145681,0.002780654671786511,0.03926693526249169,0.42857142857142855,-0.01240567473350438,AAPL,2025-01-16,HOLD
229.4265594482422,231.5614090278119,231.73099810398455,227.93016912923343,68488300,0.0075352899047177934,-0.05241039266199547,-0.014146067582964423,231.478271484375,234.19790649414062,230.5399339330478,0.9911364810918276,0.9796268586798071,0.021582545890292692,1.0166754097944626,0.9900555442534784,1.0065651261731847,60026466.666666664,1.1409683728399806,15713035031.459045,24.901339179542774,-0.004741731444157329,0.31610404595412955,0.059700896663395474,0.008479002356768343,-0.008055058070225414,0.016910561430506288,0.0,-0.009219366856216077,0.0007323719305589788,0.01568154172935752,0.42857142857142855,-0.01028143013841421,AAPL,2025-01-17,SELL
222.10421752929688,223.46094530610958,223.87993275191027,218.85206818023312,98070400,-0.03191584242275667,-0.05999587080248571,-0.06402654966555388,226.41382344563803,231.3390873500279,226.243289376807,0.9809658003616731,0.9600808063759748,0.02289104219820979,1.0229738042390193,0.9920684484724178,1.0148600347993306,79439266.66666667,1.234533047888156,21781849454.785156,23.51842909843846,-0.008083178441289482,0.15821182310814597,0.07869215416842804,0.014642447519641444,-0.009061725070755807,0.0,0.026002282196444782,-0.006071431296212324,0.0018749918256487392,0.02062497820172987,0.2857142857142857,-0.012662044566790065,AAPL,2025-01-21,HOLD
223.29136657714844,219.26108010259503,223.58066200952604,219.26108010259503,64126500,0.005345009028002678,-0.045093822895121205,-0.019407638337177,224.94071451822916,229.48356192452567,224.71619144950327,0.9926676326932933,0.973016823970103,0.023729783037855157,1.0197006322549804,0.9987060802585633,1.0183812214765502,76895066.66666667,0.8339481683263599,14318893818.80951,29.331277172547615,-0.006587105808412714,0.3062196806664335,0.06759591195387352,0.019881191400123014,-0.00971399905546297,0.0,0.012800915976873863,0.018381221476550167,0.019700632254980314,0.0,0.42857142857142855,-0.010606294780067388,AAPL,2025-01-22,HOLD
223.1217803955078,224.19918327232872,226.4836658384098,221.76505253825962,60234800,-0.0007594838270741293,-0.04123792319509093,-0.027480598008778973,222.83912150065103,227.95297023228235,223.87680426169567,1.0012684437676531,0.9788061992267458,0.023875630870428134,1.0212775333450526,0.9851561681922766,1.0061178614110722,74143900.0,0.812403987381295,13439695817.767334,30.463079968240834,-0.004779724336098772,0.3444146526879952,0.06840735005696892,0.01913624123878073,-0.009989637990892811,0.004065614847077534,0.0,-0.004805561113539918,0.010189522248643374,0.010857000897779485,0.2857142857142857,-0.010028958429024253,AAPL,2025-01-23,HOLD
222.24388122558594,224.23906824814947,225.08702882156655,220.877182986192,54697900,-0.003934618881068905,-0.06343799032545537,0.0006288205502925221,222.88567606608072,226.45658002580916,223.01910364346242,0.9971205200270272,0.9813973221721219,0.020331085653903205,1.0190596682665847,0.9873686741929742,1.0061875935799098,59686400.0,0.9164214963542784,12156273590.888977,13.916852344663226,-0.0036325361873678808,0.3533350497144989,0.07262773138121957,0.01526167121744063,-0.009718098187113793,0.005007524817438877,0.0,-0.008897588801767565,0.0037815023940373556,0.014992415408349398,0.2857142857142857,-0.011879048866736049,AAPL,2025-01-24,BUY
229.30685424804688,223.4809115633434,231.59133678218907,223.44099929694335,94863400,0.03178028111960371,0.007009600054894216,0.02694008175555705,224.89083862304688,225.31505039760046,226.1315194678119,1.0196362628733042,1.0177165433174673,0.02058743744148856,1.0364764636342065,0.9901357167937126,1.0262523662602674,69932033.33333333,1.3565085337620673,21752827837.27417,54.35257677738055,0.00280792609882458,0.9404112799604712,0.03545631482271169,0.04559299416538398,-0.0013331030878679833,0.005566094017687837,0.0,0.026069084128700508,0.036291355544014144,0.00017859362627818348,0.2857142857142857,0.0009422514462317657,AAPL,2025-01-27,BUY
237.68663024902344,230.2944737209622,239.61199368769647,230.25456145518996,75707600,0.03654394033905307,0.0360031149865397,0.06527757992831462,229.74578857421875,226.7401842389788,231.9483502005029,1.0345636005956185,1.0482774857345416,0.0252182297773597,1.0406395086089426,0.9919646616638794,1.0322776180713356,75089633.33333333,1.008229720125592,17994684328.240967,66.5203230992528,0.009203953009599431,0.9038087209765591,0.008100428015895698,0.07924115062364852,0.005730534547033547,0.00430697754828992,0.0,0.03209871434873418,0.0404591556896146,0.0001733096983499671,0.42857142857142855,0.005295026839496052,AAPL,2025-01-28,HOLD
